player,pokemon,turns_active,times_brought_in,kos,pct_dmg_dealt,pct_dmg_taken,pct_dmg_healed,hits_taken,tera,tera_type,team_tera,team_tera_first,lead,faint,team_win
King of Capitalism,Great Tusk,7,3,1,230,100,0,3,1,Water,1,0,0,1,0
King of Capitalism,Iron Valiant,2,2,1,92,100,0,3,0,,1,0,0,1,0
cheb funky,Baxcalibur,4,1,2,146,100,0,3,0,,1,1,0,1,1
cheb funky,Gholdengo,1,2,1,49,12,0,1,0,,1,1,0,0,1
cheb funky,Great Tusk,3,1,1,115,64,0,2,0,,1,1,0,1,1
cheb funky,Hydreigon,4,3,1,139,125,25,3,0,,1,1,1,1,1
cheb funky,Kingambit,0,0,0,0,0,0,0,0,,1,1,0,0,1
cheb funky,Skeledirge,8,4,1,216,167,71,6,1,Water,1,1,0,0,1
Uxilon,Dragapult,0,1,0,0,100,0,1,0,,1,1,0,1,0
Uxilon,Glimmora,2,2,0,36,100,0,2,0,,1,1,1,1,0
Uxilon,Hatterene,7,2,1,152,180,80,4,1,Water,1,1,0,1,0
Uxilon,Iron Valiant,1,1,0,0,100,0,1,0,,1,1,0,1,0
Uxilon,Moltres-Galar,3,2,1,100,100,0,2,0,,1,1,0,1,0
Uxilon,Sneasler,2,1,0,43,100,0,2,0,,1,1,0,1,0
mushamu,Garganacl,1,1,0,34,112,12,2,0,,1,0,0,1,1
mushamu,Gholdengo,3,2,1,100,43,0,1,0,,1,0,0,0,1
mushamu,Great Tusk,2,1,0,38,103,3,1,0,,1,0,0,1,1
mushamu,Samurott-Hisui,4,3,4,229,24,0,0,1,Water,1,0,0,0,1
mushamu,Slowking-Galar,3,2,0,57,55,33,3,0,,1,0,0,0,1
mushamu,Zapdos,3,3,1,156,33,0,1,0,,1,0,1,0,1
lax,Dragapult,2,1,1,38,106,6,2,0,,1,0,0,1,0
lax,Gholdengo,5,2,1,79,247,147,6,1,Fairy,1,0,0,1,0
lax,Great Tusk,8,4,1,120,112,12,4,0,,1,0,0,1,0
lax,Moltres,5,5,0,51,100,0,4,0,,1,0,0,1,0
lax,Rillaboom,4,5,1,132,124,24,0,0,,1,0,1,1,0
lax,Ursaluna,6,4,1,133,204,104,7,0,,1,0,0,1,0
ATTRIBUTE,Gholdengo,5,4,1,137,162,62,4,0,,1,1,0,1,1
ATTRIBUTE,Great Tusk,3,3,0,51,100,0,4,0,,1,1,0,1,1
ATTRIBUTE,Moltres,4,4,0,49,100,0,4,0,,1,1,0,1,1
ATTRIBUTE,Rotom-Wash,5,2,3,185,75,37,2,0,,1,1,0,0,1
ATTRIBUTE,Sneasler,9,5,1,198,130,30,2,1,Ghost,1,1,0,1,1
ATTRIBUTE,Ting-Lu,5,4,1,17,142,42,7,0,,1,1,1,1,1
AtraX Madara,Cinderace,2,1,0,45,10,0,1,0,,0,0,1,0,1
AtraX Madara,Cresselia,12,1,4,348,145,126,6,0,,0,0,0,0,1
AtraX Madara,Dragonite,0,0,0,0,0,0,0,0,,0,0,0,0,1
AtraX Madara,Garganacl,1,1,0,7,0,0,0,0,,0,0,0,0,1
AtraX Madara,Slowking-Galar,0,1,0,0,54,6,1,0,,0,0,0,0,1
AtraX Madara,Zamazenta,0,0,0,0,0,0,0,0,,0,0,0,0,1
RggV,Baxcalibur,1,2,0,35,100,0,2,0,,0,0,0,1,0
RggV,Cinderace,4,3,0,84,100,0,2,0,,0,0,0,1,0
RggV,Clodsire,2,3,0,65,124,24,3,0,,0,0,0,1,0
RggV,Corviknight,3,1,0,0,100,0,2,0,,0,0,0,1,0
RggV,Iron Valiant,0,0,0,0,0,0,0,0,,0,0,0,0,0
RggV,Zapdos-Galar,1,2,0,25,0,0,0,0,,0,0,1,0,0
Trogba Trogba,Dragonite,3,2,0,0,150,50,3,0,,1,1,0,1,0
Trogba Trogba,Gholdengo,0,2,0,0,100,0,2,0,,1,1,0,1,0
Trogba Trogba,Glimmora,1,2,0,0,100,0,2,0,,1,1,1,1,0
Trogba Trogba,Iron Valiant,1,1,0,0,100,0,1,0,,1,1,0,1,0
Trogba Trogba,Kingambit,2,2,0,87,113,13,2,0,,1,1,0,1,0
Trogba Trogba,Mew,6,2,2,248,100,0,4,1,Fairy,1,1,0,1,0
fatfighter2,Dragapult,2,1,0,121,0,0,0,0,,0,0,1,0,1
fatfighter2,Garganacl,1,1,0,14,106,6,2,0,,0,0,0,1,1
fatfighter2,Great Tusk,2,1,2,89,29,0,1,0,,0,0,0,0,1
fatfighter2,Kingambit,2,1,0,43,112,12,2,0,,0,0,0,1,1
fatfighter2,Moltres,10,2,4,299,124,54,3,0,,0,0,0,0,1
fatfighter2,Rotom-Wash,0,0,0,0,0,0,0,0,,0,0,0,0,1
LLLiolae,Amoonguss,6,4,0,20,103,33,2,0,,1,0,0,0,1
LLLiolae,Cinderace,2,4,0,8,100,0,2,0,,1,0,1,1,1
LLLiolae,Iron Valiant,1,1,0,10,24,0,0,0,,1,0,0,0,1
LLLiolae,Kingambit,0,2,0,0,16,6,1,0,,1,0,0,0,1
LLLiolae,Landorus-Therian,7,1,2,258,136,36,3,0,,1,0,0,1,1
LLLiolae,Zamazenta,6,2,4,300,71,0,1,1,Fighting,1,0,0,0,1
EeveetoTheN00b,Clodsire,2,3,0,25,110,10,4,0,,1,1,0,1,0
EeveetoTheN00b,Corviknight,3,3,0,38,118,18,3,0,,1,1,0,1,0
EeveetoTheN00b,Delphox,3,4,1,68,100,0,1,1,Fighting,1,1,1,1,0
EeveetoTheN00b,Dondozo,0,3,0,0,100,0,3,0,,1,1,0,1,0
EeveetoTheN00b,Great Tusk,1,2,1,7,107,7,2,0,,1,1,0,1,0
EeveetoTheN00b,Samurott-Hisui,3,3,0,96,100,0,1,0,,1,1,0,1,0
Xen『QT』,Blissey,24,10,0,35,156,150,16,0,,1,0,0,0,1
Xen『QT』,Clodsire,29,12,0,0,277,265,15,0,,1,0,0,0,1
Xen『QT』,Dondozo,15,9,2,223,310,267,21,0,,1,0,0,0,1
Xen『QT』,Gholdengo,5,4,1,56,107,50,4,1,Water,1,0,0,0,1
Xen『QT』,Great Tusk,11,7,0,87,198,98,9,0,,1,0,0,1,1
Xen『QT』,Scream Tail,14,8,1,95,193,93,9,0,,1,0,1,1,1
Electric win,Baxcalibur,15,4,1,196,100,0,2,0,,1,1,0,1,0
Electric win,Corviknight,18,9,0,220,226,186,10,0,,1,1,0,0,0
Electric win,Gholdengo,54,10,0,343,415,365,15,0,,1,1,0,0,0
Electric win,Great Tusk,10,7,0,208,100,0,4,0,,1,1,0,1,0
Electric win,Iron Valiant,4,1,1,48,100,0,4,1,Steel,1,1,0,1,0
Electric win,Ting-Lu,19,7,0,121,106,6,7,0,,1,1,1,1,0
Airi Pearl,Baxcalibur,3,2,0,66,24,0,0,0,,1,1,0,0,1
Airi Pearl,Cinderace,1,1,0,35,100,0,2,0,,1,1,0,1,1
Airi Pearl,Enamorus,6,4,4,321,100,0,5,0,,1,1,0,1,1
Airi Pearl,Great Tusk,2,1,0,30,100,0,3,0,,1,1,0,1,1
Airi Pearl,Kingambit,2,2,1,100,118,18,3,1,Flying,1,1,0,1,1
Airi Pearl,Slowking-Galar,2,3,1,24,65,33,2,0,,1,1,1,0,1
watashi,Baxcalibur,5,2,2,117,100,0,2,1,Fairy,1,0,0,1,0
watashi,Ceruledge,4,1,1,171,159,59,3,0,,1,0,0,1,0
watashi,Glimmora,2,3,1,95,100,0,2,0,,1,0,0,1,0
watashi,Landorus-Therian,3,2,0,70,100,0,2,0,,1,0,1,1,0
watashi,Walking Wake,1,1,0,0,100,0,2,0,,1,0,0,1,0
watashi,Zamazenta,3,2,0,30,118,18,2,0,,1,0,0,1,0
chloe,Amoonguss,10,6,2,228,174,74,7,0,,1,1,0,1,0
chloe,Dragapult,1,2,0,9,100,0,2,0,,1,1,0,1,0
chloe,Enamorus,5,4,1,218,100,0,3,1,Fairy,1,1,1,1,0
chloe,Great Tusk,1,2,0,26,100,0,3,0,,1,1,0,1,0
chloe,Kingambit,3,6,1,60,100,0,3,0,,1,1,0,1,0
chloe,Ting-Lu,5,4,0,153,100,0,4,0,,1,1,0,1,0
kaladin,Cinderace,6,4,4,224,100,0,2,1,Fire,1,0,0,1,1
kaladin,Garganacl,3,2,0,28,124,24,4,0,,1,0,0,1,1
kaladin,Great Tusk,3,4,1,81,57,30,1,0,,1,0,0,0,1
kaladin,Hoopa-Unbound,7,3,1,228,161,61,5,0,,1,0,0,1,1
kaladin,Scream Tail,8,4,0,64,251,151,6,0,,1,0,0,1,1
kaladin,Zapdos,2,4,0,0,61,52,3,0,,1,0,1,0,1
Perazoa,Baxcalibur,1,2,1,47,100,0,3,0,,1,0,0,1,0
Perazoa,Garchomp,2,3,0,0,100,0,3,0,,1,0,1,1,0
Perazoa,Gholdengo,8,6,1,296,100,0,5,1,Water,1,0,0,1,0
Perazoa,Iron Valiant,2,4,0,67,100,0,2,0,,1,0,0,1,0
Perazoa,Roaring Moon,6,5,1,187,100,0,3,0,,1,0,0,1,0
Perazoa,Sneasler,3,2,0,34,100,0,2,0,,1,0,0,1,0
Summerchu,Dondozo,2,2,0,34,72,72,2,0,,1,1,0,0,1
Summerchu,Garganacl,3,3,1,27,129,75,3,0,,1,1,0,0,1
Summerchu,Gholdengo,4,4,0,69,141,91,3,0,,1,1,0,0,1
Summerchu,Great Tusk,8,1,3,286,162,62,5,1,Fire,1,1,0,1,1
Summerchu,Scream Tail,10,5,2,104,199,99,4,0,,1,1,1,1,1
Summerchu,Zamazenta,0,1,0,0,100,0,1,0,,1,1,0,1,1
Skc44,Dondozo,4,1,1,60,124,24,3,0,,1,0,0,1,1
Skc44,Garganacl,3,1,0,28,118,18,2,0,,1,0,0,1,1
Skc44,Great Tusk,8,3,3,241,88,32,3,1,Steel,1,0,0,0,1
Skc44,Scream Tail,1,4,0,0,130,30,4,0,,1,0,0,1,1
Skc44,Zamazenta,5,3,0,173,16,0,0,0,,1,0,0,0,1
Skc44,Zapdos,3,5,2,90,100,0,4,0,,1,0,1,1,1
GasaiiYunoSan,Amoonguss,1,3,0,0,100,0,3,0,,1,1,0,1,0
GasaiiYunoSan,Gengar,7,4,1,182,100,0,3,0,,1,1,0,1,0
GasaiiYunoSan,Great Tusk,2,2,0,0,100,0,2,0,,1,1,0,1,0
GasaiiYunoSan,Kingambit,3,5,2,78,111,11,2,0,,1,1,0,1,0
GasaiiYunoSan,Roaring Moon,6,2,1,180,100,0,3,1,Flying,1,1,0,1,0
GasaiiYunoSan,Zapdos,4,5,0,68,100,0,3,0,,1,1,1,1,0
McMeghan,Alomomola,40,39,1,167,943,906,25,0,,1,1,1,0,1
McMeghan,Blissey,12,29,0,120,168,152,15,0,,1,1,0,0,1
McMeghan,Ditto,25,29,2,406,859,835,26,0,,1,1,0,0,1
McMeghan,Dondozo,20,20,2,270,282,223,16,0,,1,1,0,0,1
McMeghan,Ting-Lu,7,7,0,0,173,154,8,0,,1,1,0,0,1
McMeghan,Toxapex,18,20,0,0,756,656,26,1,Fairy,1,1,0,1,1
eternally,Amoonguss,46,38,0,420,945,845,25,0,,0,0,0,1,0
eternally,Enamorus,1,2,0,0,49,0,0,0,,0,0,0,1,0
eternally,Garganacl,64,15,0,496,668,568,17,0,,0,0,0,1,0
eternally,Great Tusk,10,9,0,128,100,0,2,0,,0,0,1,1,0
eternally,Kingambit,33,25,1,541,447,347,10,0,,0,0,0,1,0
eternally,Zamazenta,16,4,0,232,184,84,3,0,,0,0,0,1,0
ninjadog,Dragapult,3,2,3,291,12,0,0,0,,1,1,0,0,1
ninjadog,Great Tusk,1,1,1,100,54,0,1,0,,1,1,0,0,1
ninjadog,Kingambit,1,1,0,99,106,6,3,1,Flying,1,1,0,1,1
ninjadog,Scizor,5,1,1,100,31,0,1,0,,1,1,0,0,1
ninjadog,Slowking-Galar,3,2,0,0,29,4,2,0,,1,1,1,0,1
ninjadog,Zapdos,0,2,0,0,100,0,1,0,,1,1,0,1,1
AtraX Madara,Great Tusk,2,1,0,31,100,0,3,0,,1,0,0,1,0
AtraX Madara,Greninja,1,1,0,25,100,0,1,0,,1,0,0,1,0
AtraX Madara,Hatterene,1,1,0,4,100,0,1,0,,1,0,0,1,0
AtraX Madara,Indeedee,2,2,0,0,0,0,0,0,,1,0,1,1,0
AtraX Madara,Polteageist,5,2,2,206,199,99,2,0,,1,0,0,1,0
AtraX Madara,Sneasler,2,1,0,52,100,0,1,1,Poison,1,0,0,1,0
crying,Delphox,1,1,0,0,100,0,1,0,,1,1,0,1,0
crying,Garganacl,3,1,0,3,134,34,2,0,,1,1,0,1,0
crying,Great Tusk,3,1,0,126,119,19,3,0,,1,1,0,1,0
crying,Skeledirge,1,1,1,17,0,0,0,0,,1,1,0,1,0
crying,Thundurus-Therian,4,4,1,89,100,0,3,1,Electric,1,1,0,1,0
crying,Tinkaton,1,2,0,0,106,6,2,0,,1,1,1,1,0
VertXXX,Enamorus-Therian,0,0,0,0,0,0,0,0,,0,0,0,0,1
VertXXX,Hatterene,2,1,0,0,21,0,1,0,,0,0,0,1,1
VertXXX,Iron Valiant,4,2,2,140,106,50,2,0,,0,0,0,1,1
VertXXX,Kingambit,0,0,0,0,0,0,0,0,,0,0,0,0,1
VertXXX,Rabsca,4,1,0,34,99,49,1,0,,0,0,0,1,1
VertXXX,Ursaluna,7,3,3,385,112,12,3,0,,0,0,1,1,1
Uzigunner,Enamorus,1,2,0,49,100,0,2,0,,1,1,0,1,0
Uzigunner,Great Tusk,3,2,2,120,100,0,3,1,Electric,1,1,0,1,0
Uzigunner,Iron Moth,1,1,1,94,100,0,2,0,,1,1,0,1,0
Uzigunner,Kingambit,1,1,0,38,100,0,1,0,,1,1,0,1,0
Uzigunner,Quaquaval,2,1,0,19,100,0,1,0,,1,1,1,1,0
Uzigunner,Ting-Lu,2,2,0,0,100,0,3,0,,1,1,0,1,0
AtraX Madara,Azumarill,4,2,1,179,100,0,2,0,,1,0,0,1,1
AtraX Madara,Dragonite,5,2,1,115,100,0,2,0,,1,0,0,1,1
AtraX Madara,Glimmora,0,1,0,0,0,0,0,0,,1,0,1,0,1
AtraX Madara,Iron Moth,3,1,3,214,62,0,1,1,Fairy,1,0,0,0,1
AtraX Madara,Iron Valiant,2,1,1,92,100,0,1,0,,1,0,0,1,1
AtraX Madara,Kingambit,0,0,0,0,0,0,0,0,,1,0,0,0,1
Luispeikou,Garganacl,8,1,2,68,215,138,7,1,Water,1,0,0,0,1
Luispeikou,Gholdengo,3,4,1,110,100,0,1,0,,1,0,1,1,1
Luispeikou,Great Tusk,3,2,1,61,125,25,2,0,,1,0,0,1,1
Luispeikou,Samurott-Hisui,2,1,0,33,100,0,1,0,,1,0,0,1,1
Luispeikou,Slowking-Galar,4,3,0,0,95,58,3,0,,1,0,0,0,1
Luispeikou,Zapdos,8,4,2,213,29,0,2,0,,1,0,0,0,1
igniizard,Amoonguss,4,3,0,166,167,67,5,0,,1,1,0,1,0
igniizard,Garchomp,2,2,0,0,100,0,3,0,,1,1,1,1,0
igniizard,Gholdengo,2,3,0,29,150,50,5,0,,1,1,0,1,0
igniizard,Great Tusk,5,3,1,125,100,0,5,0,,1,1,0,1,0
igniizard,Iron Valiant,4,3,0,47,100,0,1,0,,1,1,0,1,0
igniizard,Kingambit,4,2,2,159,100,0,3,1,Flying,1,1,0,1,0
Raj.Shoot ♫ ❤ ツ,Baxcalibur,6,5,1,133,100,0,1,0,,1,1,0,1,0
Raj.Shoot ♫ ❤ ツ,Gholdengo,6,5,0,69,100,0,3,0,,1,1,0,1,0
Raj.Shoot ♫ ❤ ツ,Glimmora,2,1,1,106,100,0,2,0,,1,1,1,1,0
Raj.Shoot ♫ ❤ ツ,Iron Valiant,5,1,1,132,100,0,1,1,Dark,1,1,0,1,0
Raj.Shoot ♫ ❤ ツ,Moltres-Galar,9,4,0,80,100,0,3,0,,1,1,0,1,0
Raj.Shoot ♫ ❤ ツ,Sneasler,6,2,0,174,100,0,3,0,,1,1,0,1,0
ATTRIBUTE,Dondozo,16,6,2,111,256,241,15,0,,0,0,0,0,1
ATTRIBUTE,Great Tusk,3,3,2,107,24,0,1,0,,0,0,0,0,1
ATTRIBUTE,Moltres,1,1,0,0,100,0,2,0,,0,0,0,1,1
ATTRIBUTE,Muk-Alola,7,7,1,174,128,28,3,0,,0,0,0,1,1
ATTRIBUTE,Rotom-Wash,2,1,0,40,106,6,2,0,,0,0,1,1,1
ATTRIBUTE,Ting-Lu,4,3,1,0,80,27,4,0,,0,0,0,0,1
feen,Azumarill,3,1,1,148,125,25,3,1,Water,1,0,0,1,0
feen,Dragapult,1,4,0,0,100,0,2,0,,1,0,0,1,0
feen,Dragonite,4,3,0,43,100,0,2,0,,1,0,0,1,0
feen,Landorus-Therian,13,6,1,215,172,72,6,0,,1,0,0,1,0
feen,Rotom-Wash,4,4,0,20,100,0,3,0,,1,0,1,1,0
feen,Samurott-Hisui,3,3,0,62,100,0,2,0,,1,0,0,1,0
msnt,Amoonguss,5,4,1,56,162,62,4,0,,1,1,0,1,1
msnt,Garganacl,11,4,1,138,228,176,8,1,Water,1,1,0,0,1
msnt,Great Tusk,3,3,1,131,100,28,1,0,,1,1,0,0,1
msnt,Kingambit,0,0,0,0,0,0,0,0,,1,1,0,0,1
msnt,Zamazenta,3,2,3,75,101,19,2,0,,1,1,0,0,1
msnt,Zapdos,5,4,0,95,100,0,4,0,,1,1,1,1,1
Uxilon,Baxcalibur,5,2,1,100,143,43,2,1,Ground,1,1,0,1,0
Uxilon,Great Tusk,1,2,0,18,106,6,2,0,,1,1,0,1,0
Uxilon,Iron Valiant,4,2,2,108,100,0,2,0,,1,1,0,1,0
Uxilon,Samurott-Hisui,3,2,1,138,100,0,2,0,,1,1,1,1,0
Uxilon,Slowking-Galar,2,2,0,0,100,0,1,0,,1,1,0,1,0
Uxilon,Zapdos,11,4,0,174,144,44,5,0,,1,1,0,1,0
ice pais,Cinderace,2,2,1,21,100,0,2,0,,1,0,0,1,1
ice pais,Kingambit,0,1,0,0,0,0,0,0,,1,0,0,0,1
ice pais,Landorus-Therian,9,3,3,388,165,65,5,0,,1,0,0,1,1
ice pais,Rotom-Wash,4,5,0,79,100,0,3,0,,1,0,1,1,1
ice pais,Slowking-Galar,3,4,2,70,126,54,5,1,Grass,1,0,0,0,1
ice pais,Sneasler,3,2,0,74,100,0,1,0,,1,0,0,1,1
SOULWIND,Dragapult,1,3,1,81,100,0,1,1,Ghost,1,1,1,1,1
SOULWIND,Great Tusk,4,1,0,6,47,0,3,0,,1,1,0,0,1
SOULWIND,Kingambit,1,2,1,55,100,0,1,0,,1,1,0,1,1
SOULWIND,Landorus-Therian,8,1,1,250,100,0,1,0,,1,1,0,1,1
SOULWIND,Samurott-Hisui,5,1,3,175,96,0,1,0,,1,1,0,0,1
SOULWIND,Slowking-Galar,0,1,0,0,100,0,2,0,,1,1,0,1,1
sylveon supremacy,Baxcalibur,3,1,3,182,107,7,3,0,,1,0,0,1,0
sylveon supremacy,Cinderace,2,2,0,0,100,0,2,0,,1,0,0,1,0
sylveon supremacy,Enamorus,2,1,1,100,100,0,1,0,,1,0,1,1,0
sylveon supremacy,Great Tusk,7,1,0,75,100,0,2,0,,1,0,0,1,0
sylveon supremacy,Kingambit,2,1,0,84,100,0,3,0,,1,0,0,1,0
sylveon supremacy,Slowking-Galar,3,3,0,0,133,33,3,1,Water,1,0,0,1,0
blunderr,Baxcalibur,4,3,0,47,131,31,2,0,,1,1,0,1,0
blunderr,Cinderace,4,3,0,22,71,0,2,0,,1,1,0,0,0
blunderr,Enamorus,1,3,0,56,32,0,1,0,,1,1,0,0,0
blunderr,Great Tusk,1,2,0,11,110,10,3,0,,1,1,0,1,0
blunderr,Kingambit,2,2,0,41,92,19,1,1,Flying,1,1,0,0,0
blunderr,Slowking-Galar,4,7,0,0,209,140,7,0,,1,1,1,0,0
DugZa,Cinderace,1,1,0,0,0,0,0,0,,0,0,0,0,1
DugZa,Kingambit,0,0,0,0,0,0,0,0,,0,0,0,0,1
DugZa,Landorus-Therian,8,6,0,95,33,18,1,0,,0,0,1,0,1
DugZa,Rotom-Wash,8,4,1,174,65,31,3,0,,0,0,0,0,1
DugZa,Slowking-Galar,2,3,0,0,56,56,1,0,,0,0,0,0,1
DugZa,Zamazenta,5,5,1,249,47,0,1,0,,0,0,0,0,1
Qwily,Baxcalibur,1,2,0,31,100,0,1,0,,1,1,1,1,0
Qwily,Cinderace,0,2,0,0,100,0,1,0,,1,1,0,1,0
Qwily,Enamorus,0,1,0,31,100,0,1,0,,1,1,0,1,0
Qwily,Great Tusk,4,3,0,44,54,6,3,0,,1,1,0,0,0
Qwily,Kingambit,1,1,1,69,0,0,0,0,,1,1,0,0,0
Qwily,Slowking-Galar,10,5,1,215,232,132,5,1,Water,1,1,0,1,0
Luthier,Amoonguss,1,1,0,0,0,0,0,0,,1,0,0,0,1
Luthier,Enamorus,2,1,0,95,100,0,2,0,,1,0,0,1,1
Luthier,Garganacl,14,1,3,276,270,170,9,1,Water,1,0,0,1,1
Luthier,Great Tusk,1,2,0,7,31,0,2,0,,1,0,1,0,1
Luthier,Kingambit,0,1,0,0,0,0,0,0,,1,0,0,0,1
Luthier,Zamazenta,2,1,1,100,0,0,0,0,,1,0,0,0,1
Piyush21,Baxcalibur,4,3,1,142,0,0,0,0,,1,1,0,0,1
Piyush21,Dragapult,1,1,0,4,0,0,1,0,,1,1,0,0,1
Piyush21,Great Tusk,0,0,0,0,0,0,0,0,,1,1,0,0,1
Piyush21,Heatran,18,5,3,166,206,106,9,1,Grass,1,1,1,1,1
Piyush21,Scizor,12,8,0,303,0,0,0,0,,1,1,0,0,1
Piyush21,Zapdos,12,10,0,224,115,100,5,0,,1,1,0,0,1
DONDOZO NOSTALGICO,Alomomola,3,2,0,3,129,29,4,0,,1,0,0,1,0
DONDOZO NOSTALGICO,Blissey,6,3,0,130,100,0,4,0,,1,0,0,1,0
DONDOZO NOSTALGICO,Ditto,7,5,1,56,200,100,4,0,,1,0,1,1,0
DONDOZO NOSTALGICO,Dondozo,11,11,0,64,136,98,9,0,,1,0,0,0,0
DONDOZO NOSTALGICO,Ting-Lu,4,2,0,31,100,0,3,0,,1,0,0,1,0
DONDOZO NOSTALGICO,Toxapex,5,9,0,0,369,345,11,1,Fairy,1,0,0,0,0
kaladin,Enamorus,6,2,2,234,130,30,2,0,,1,0,0,1,1
kaladin,Garganacl,4,2,0,20,205,105,4,1,Water,1,0,0,1,1
kaladin,Great Tusk,1,1,1,86,100,0,1,0,,1,0,0,1,1
kaladin,Iron Valiant,3,1,3,91,6,6,0,0,,1,0,0,0,1
kaladin,Kingambit,5,1,0,120,170,70,3,0,,1,0,0,1,1
kaladin,Slowking-Galar,3,2,0,0,97,45,3,0,,1,0,1,0,1
Kebab mlml,Hawlucha,4,2,0,96,106,6,2,1,Steel,1,1,0,1,0
Kebab mlml,Heatran,4,3,1,109,136,36,5,0,,1,1,0,1,0
Kebab mlml,Iron Valiant,1,1,0,28,107,7,2,0,,1,1,0,1,0
Kebab mlml,Mew,2,1,0,0,127,27,4,0,,1,1,0,1,0
Kebab mlml,Rillaboom,7,4,1,215,125,25,3,0,,1,1,1,1,0
Kebab mlml,Sneasler,3,1,2,152,100,0,1,0,,1,1,0,1,0
feen,Baxcalibur,9,6,3,351,189,89,4,1,Dragon,1,1,0,1,0
feen,Cinderace,7,5,0,29,0,0,0,0,,1,1,0,0,0
feen,Enamorus,2,4,0,29,71,0,3,0,,1,1,0,1,0
feen,Great Tusk,2,2,0,28,100,0,2,0,,1,1,0,1,0
feen,Kingambit,4,3,0,37,148,48,4,0,,1,1,0,1,0
feen,Slowking-Galar,8,8,0,32,208,108,5,0,,1,1,1,1,0
Spitfire arcanine,Dondozo,17,4,2,229,153,120,9,0,,1,0,0,0,1
Spitfire arcanine,Great Tusk,6,5,0,56,100,0,5,0,,1,0,0,1,1
Spitfire arcanine,Moltres,0,1,0,0,100,0,1,0,,1,0,0,1,1
Spitfire arcanine,Muk-Alola,0,3,0,0,0,0,0,0,,1,0,0,0,1
Spitfire arcanine,Rotom-Wash,11,7,2,246,151,90,3,1,Steel,1,0,1,0,1
Spitfire arcanine,Ting-Lu,0,1,0,0,107,7,2,0,,1,0,0,1,1
INSULT,Dragapult,9,4,2,302,100,0,3,0,,1,1,0,1,0
INSULT,Hawlucha,5,5,0,0,100,0,2,0,,1,1,0,1,0
INSULT,Kingambit,6,4,2,102,155,55,3,1,Fairy,1,1,0,1,0
INSULT,Landorus-Therian,13,7,1,273,133,33,5,0,,1,1,1,1,0
INSULT,Toxapex,8,5,0,98,200,100,7,0,,1,1,0,1,0
INSULT,Zamazenta,7,5,0,175,100,0,3,0,,1,1,0,1,0
Malekith,Amoonguss,7,8,1,60,328,228,10,0,,1,0,1,1,1
Malekith,Enamorus,1,1,0,54,100,0,2,0,,1,0,0,1,1
Malekith,Gholdengo,7,7,1,136,192,92,7,0,,1,0,0,1,1
Malekith,Great Tusk,9,4,3,214,113,62,4,1,Fairy,1,0,0,0,1
Malekith,Ting-Lu,9,6,0,0,196,96,10,0,,1,0,0,1,1
Malekith,Volcanion,7,5,1,89,100,0,3,0,,1,0,0,1,1
Skypenguin,Cinderace,5,4,0,122,100,0,3,0,,1,0,0,1,0
Skypenguin,Dragapult,1,2,0,0,106,6,1,0,,1,0,0,1,0
Skypenguin,Garganacl,4,1,0,0,201,101,3,1,Water,1,0,0,1,0
Skypenguin,Landorus-Therian,3,5,0,9,100,0,2,0,,1,0,1,1,0
Skypenguin,Muk-Alola,1,2,0,8,112,12,3,0,,1,0,0,1,0
Skypenguin,Scream Tail,4,2,0,19,145,45,2,0,,1,0,0,1,0
DAHLI,Baxcalibur,12,1,6,617,94,0,2,1,Fairy,1,1,0,0,1
DAHLI,Dragonite,0,0,0,0,0,0,0,0,,1,1,0,0,1
DAHLI,Enamorus,2,3,0,89,33,0,2,0,,1,1,0,0,1
DAHLI,Great Tusk,2,2,0,6,60,0,3,0,,1,1,0,0,1
DAHLI,Kingambit,0,1,0,0,6,6,0,0,,1,1,0,0,1
DAHLI,Slowking-Galar,3,4,0,0,18,0,1,0,,1,1,1,0,1
Eoward,Cinderace,1,2,0,53,106,6,2,0,,1,1,1,1,0
Eoward,Enamorus,1,1,0,0,7,0,1,0,,1,1,0,1,0
Eoward,Kingambit,8,3,4,269,250,150,4,1,Fairy,1,1,0,1,0
Eoward,Landorus-Therian,2,1,1,73,112,12,2,0,,1,1,0,1,0
Eoward,Slowking-Galar,1,2,0,81,146,46,2,0,,1,1,0,1,0
Eoward,Zamazenta,2,1,0,66,124,24,3,0,,1,1,0,1,0
70to90gxe,Clodsire,0,3,0,0,106,6,2,0,,1,0,0,1,1
70to90gxe,Hatterene,2,1,1,46,16,16,1,1,Water,1,0,0,0,1
70to90gxe,Hawlucha,6,2,2,352,100,0,3,0,,1,0,0,1,1
70to90gxe,Kingambit,2,1,1,50,100,0,1,0,,1,0,0,1,1
70to90gxe,Rillaboom,3,3,0,61,123,23,2,0,,1,0,1,1,1
70to90gxe,Sneasler,6,1,1,212,112,12,2,0,,1,0,0,1,1
Garay oak,Baxcalibur,1,2,0,0,100,0,2,0,,1,1,0,1,0
Garay oak,Grimmsnarl,3,1,0,0,100,0,3,0,,1,1,1,1,0
Garay oak,Hatterene,12,2,1,296,233,133,4,1,Water,1,1,0,1,0
Garay oak,Iron Valiant,0,1,0,0,100,0,1,0,,1,1,0,1,0
Garay oak,Moltres-Galar,10,1,2,275,100,0,5,0,,1,1,0,1,0
Garay oak,Scizor,6,3,1,98,100,0,3,0,,1,1,0,1,0
pdt,Dragapult,3,1,1,116,100,0,3,1,Steel,1,0,0,1,1
